Time [fs],RK4 field real,RK4 field imaginary
-40.8,0.242908,-0.0164022
-40.7,0.245948,-0.017031
-40.6,0.249017,-0.0176823
-40.5,0.252114,-0.0183568
-40.4,0.255241,-0.0190551
-40.3,0.258397,-0.0197782
-40.2,0.261582,-0.0205268
-40.1,0.264797,-0.0213016
-40,0.26804,-0.0221037
-39.9,0.271313,-0.0229337
-39.8,0.274615,-0.0237927
-39.7,0.277946,-0.0246815
-39.6,0.281307,-0.025601
-39.5,0.284696,-0.0265523
-39.4,0.288115,-0.0275362
-39.3,0.291563,-0.0285539
-39.2,0.29504,-0.0296064
-39.1,0.298546,-0.0306947
-39,0.302081,-0.03182
-38.9,0.305644,-0.0329833
-38.8,0.309236,-0.0341859
-38.7,0.312857,-0.0354288
-38.6,0.316506,-0.0367134
-38.5,0.320182,-0.0380409
-38.4,0.323887,-0.0394126
-38.3,0.32762,-0.0408297
-38.2,0.331379,-0.0422936
-38.1,0.335166,-0.0438057
-38,0.33898,-0.0453675
-37.9,0.34282,-0.0469802
-37.8,0.346686,-0.0486455
-37.7,0.350578,-0.0503649
-37.6,0.354496,-0.0521398
-37.5,0.358438,-0.0539719
-37.4,0.362404,-0.0558628
-37.3,0.366395,-0.0578142
-37.2,0.370409,-0.0598277
-37.1,0.374445,-0.0619051
-37,0.378504,-0.0640481
-36.9,0.382585,-0.0662586
-36.8,0.386686,-0.0685383
-36.7,0.390807,-0.0708893
-36.6,0.394947,-0.0733134
-36.5,0.399106,-0.0758125
-36.4,0.403282,-0.0783887
-36.3,0.407475,-0.081044
-36.2,0.411684,-0.0837805
-36.1,0.415907,-0.0866003
-36,0.420143,-0.0895056
-35.9,0.424392,-0.0924985
-35.8,0.428652,-0.0955813
-35.7,0.432922,-0.0987563
-35.6,0.4372,-0.102026
-35.5,0.441485,-0.105392
-35.4,0.445776,-0.108858
-35.3,0.45007,-0.112425
-35.2,0.454367,-0.116096
-35.1,0.458664,-0.119874
-35,0.462961,-0.123761
-34.9,0.467253,-0.127759
-34.8,0.471541,-0.131872
-34.7,0.475821,-0.136102
-34.6,0.480092,-0.140451
-34.5,0.484351,-0.144923
-34.4,0.488596,-0.149519
-34.3,0.492824,-0.154243
-34.2,0.497033,-0.159098
-34.1,0.50122,-0.164086
-34,0.505382,-0.16921
-33.9,0.509516,-0.174473
-33.8,0.513619,-0.179877
-33.7,0.517688,-0.185426
-33.6,0.521719,-0.191123
-33.5,0.525709,-0.196969
-33.4,0.529654,-0.202969
-33.3,0.533551,-0.209125
-33.2,0.537395,-0.215439
-33.1,0.541182,-0.221915
-33,0.544909,-0.228556
-32.9,0.548569,-0.235364
-32.8,0.55216,-0.242342
-32.7,0.555676,-0.249493
-32.6,0.559112,-0.256819
-32.5,0.562463,-0.264324
-32.4,0.565724,-0.272009
-32.3,0.568888,-0.279878
-32.2,0.571951,-0.287933
-32.1,0.574906,-0.296176
-32,0.577747,-0.30461
-31.9,0.580468,-0.313237
-31.8,0.583062,-0.322059
-31.7,0.585522,-0.331078
-31.6,0.587841,-0.340297
-31.5,0.590012,-0.349717
-31.4,0.592028,-0.35934
-31.3,0.59388,-0.369167
-31.2,0.59556,-0.3792
-31.1,0.597061,-0.38944
-31,0.598374,-0.399888
-30.9,0.599489,-0.410545
-30.8,0.600399,-0.421412
-30.7,0.601093,-0.432489
-30.6,0.601563,-0.443777
-30.5,0.601798,-0.455274
-30.4,0.601788,-0.466982
-30.3,0.601524,-0.478899
-30.2,0.600994,-0.491025
-30.1,0.600187,-0.503358
-30,0.599093,-0.515897
-29.9,0.597701,-0.52864
-29.8,0.595998,-0.541585
-29.7,0.593973,-0.554729
-29.6,0.591614,-0.568068
-29.5,0.588908,-0.5816
-29.4,0.585843,-0.59532
-29.3,0.582406,-0.609225
-29.2,0.578585,-0.623308
-29.1,0.574365,-0.637565
-29,0.569734,-0.651989
-28.9,0.564678,-0.666575
-28.8,0.559183,-0.681314
-28.7,0.553236,-0.696199
-28.6,0.546821,-0.711222
-28.5,0.539926,-0.726373
-28.4,0.532536,-0.741642
-28.3,0.524637,-0.75702
-28.2,0.516214,-0.772494
-28.1,0.507252,-0.788053
-28,0.497737,-0.803684
-27.9,0.487656,-0.819372
-27.8,0.476993,-0.835104
-27.7,0.465734,-0.850865
-27.6,0.453865,-0.866637
-27.5,0.441372,-0.882403
-27.4,0.428241,-0.898146
-27.3,0.414459,-0.913846
-27.2,0.400011,-0.929483
-27.1,0.384886,-0.945035
-27,0.369071,-0.960482
-26.9,0.352552,-0.975798
-26.8,0.33532,-0.990961
-26.7,0.317361,-1.00594
-26.6,0.298666,-1.02072
-26.5,0.279225,-1.03527
-26.4,0.259029,-1.04955
-26.3,0.238068,-1.06354
-26.2,0.216336,-1.0772
-26.1,0.193825,-1.09051
-26,0.17053,-1.10344
-25.9,0.146446,-1.11594
-25.8,0.12157,-1.12798
-25.7,0.0958997,-1.13953
-25.6,0.0694335,-1.15054
-25.5,0.0421723,-1.16099
-25.4,0.0141178,-1.17082
-25.3,-0.0147265,-1.18
-25.2,-0.0443554,-1.18849
-25.1,-0.0747619,-1.19625
-25,-0.105937,-1.20322
-24.9,-0.137871,-1.20937
-24.8,-0.170551,-1.21466
-24.7,-0.203961,-1.21902
-24.6,-0.238085,-1.22243
-24.5,-0.272903,-1.22484
-24.4,-0.308393,-1.22618
-24.3,-0.344532,-1.22643
-24.2,-0.381292,-1.22552
-24.1,-0.418644,-1.22342
-24,-0.456556,-1.22007
-23.9,-0.494992,-1.21543
-23.8,-0.533914,-1.20944
-23.7,-0.573281,-1.20207
-23.6,-0.613049,-1.19326
-23.5,-0.653172,-1.18297
-23.4,-0.693597,-1.17115
-23.3,-0.734273,-1.15776
-23.2,-0.775141,-1.14276
-23.1,-0.816141,-1.1261
-23,-0.857211,-1.10774
-22.9,-0.898282,-1.08765
-22.8,-0.939285,-1.06579
-22.7,-0.980146,-1.04213
-22.6,-1.02079,-1.01663
-22.5,-1.06113,-0.989266
-22.4,-1.10109,-0.960015
-22.3,-1.14058,-0.928852
-22.2,-1.17951,-0.895758
-22.1,-1.21779,-0.860719
-22,-1.25532,-0.823723
-21.9,-1.292,-0.784763
-21.8,-1.32774,-0.743837
-21.7,-1.36242,-0.700946
-21.6,-1.39595,-0.656099
-21.5,-1.4282,-0.609307
-21.4,-1.45909,-0.560588
-21.3,-1.48848,-0.509967
-21.2,-1.51628,-0.457473
-21.1,-1.54236,-0.403142
-21,-1.56661,-0.347016
-20.9,-1.58891,-0.289144
-20.8,-1.60915,-0.229582
-20.7,-1.62722,-0.168393
-20.6,-1.643,-0.105647
-20.5,-1.65637,-0.0414211
-20.4,-1.66722,0.0242003
-20.3,-1.67545,0.0911249
-20.2,-1.68094,0.159253
-20.1,-1.6836,0.228477
-20,-1.68331,0.298681
-19.9,-1.67998,0.369744
-19.8,-1.67352,0.441534
-19.7,-1.66384,0.513915
-19.6,-1.65086,0.58674
-19.5,-1.63449,0.659857
-19.4,-1.61467,0.733106
-19.3,-1.59134,0.806321
-19.2,-1.56444,0.879329
-19.1,-1.53392,0.95195
-19,-1.49975,1.024
-18.9,-1.46189,1.09528
-18.8,-1.42033,1.16561
-18.7,-1.37505,1.23478
-18.6,-1.32606,1.30258
-18.5,-1.27338,1.36881
-18.4,-1.21702,1.43325
-18.3,-1.15702,1.49569
-18.2,-1.09344,1.55592
-18.1,-1.02633,1.61372
-18,-0.955774,1.66887
-17.9,-0.881858,1.72116
-17.8,-0.804684,1.77037
-17.7,-0.724371,1.81629
-17.6,-0.641047,1.85871
-17.5,-0.554859,1.89742
-17.4,-0.465963,1.93224
-17.3,-0.374532,1.96296
-17.2,-0.280752,1.98939
-17.1,-0.184823,2.01136
-17,-0.0869571,2.0287
-16.9,0.0126194,2.04125
-16.8,0.113669,2.04886
-16.7,0.21594,2.05139
-16.6,0.319173,2.04871
-16.5,0.423094,2.04073
-16.4,0.527422,2.02734
-16.3,0.631864,2.00845
-16.2,0.73612,1.98402
-16.1,0.839883,1.95398
-16,0.942839,1.91831
-15.9,1.04467,1.87701
-15.8,1.14504,1.83006
-15.7,1.24364,1.77752
-15.6,1.34014,1.71941
-15.5,1.43419,1.65581
-15.4,1.52548,1.58681
-15.3,1.61368,1.51251
-15.2,1.69846,1.43305
-15.1,1.77951,1.34858
-15,1.85651,1.25926
-14.9,1.92915,1.16529
-14.8,1.99715,1.06688
-14.7,2.06021,0.964257
-14.6,2.11806,0.857683
-14.5,2.17045,0.747423
-14.4,2.21712,0.633763
-14.3,2.25785,0.51701
-14.2,2.29243,0.397484
-14.1,2.32065,0.275522
-14,2.34235,0.151473
-13.9,2.35736,0.0257022
-13.8,2.36557,-0.101417
-13.7,2.36686,-0.2295
-13.6,2.36113,-0.358152
-13.5,2.34834,-0.486973
-13.4,2.32843,-0.615556
-13.3,2.3014,-0.743491
-13.2,2.26726,-0.870366
-13.1,2.22605,-0.995768
-13,2.17782,-1.11928
-12.9,2.12268,-1.2405
-12.8,2.06073,-1.35902
-12.7,1.99212,-1.47444
-12.6,1.91701,-1.58638
-12.5,1.83559,-1.69444
-12.4,1.74807,-1.79827
-12.3,1.65469,-1.8975
-12.2,1.55572,-1.9918
-12.1,1.45143,-2.08083
-12,1.34211,-2.1643
-11.9,1.2281,-2.24192
-11.8,1.10973,-2.31341
-11.7,0.987345,-2.37852
-11.6,0.86132,-2.43705
-11.5,0.732036,-2.48877
-11.4,0.599883,-2.53352
-11.3,0.465265,-2.57115
-11.2,0.328592,-2.60152
-11.1,0.190281,-2.62454
-11,0.0507538,-2.64013
-10.9,-0.0895658,-2.64824
-10.8,-0.230252,-2.64886
-10.7,-0.370882,-2.64198
-10.6,-0.511032,-2.62765
-10.5,-0.650285,-2.60591
-10.4,-0.788231,-2.57684
-10.3,-0.924465,-2.54057
-10.2,-1.05859,-2.49721
-10.1,-1.19023,-2.44692
-10,-1.31901,-2.38988
-9.9,-1.44458,-2.32629
-9.8,-1.56658,-2.25636
-9.7,-1.6847,-2.18034
-9.6,-1.79863,-2.09847
-9.5,-1.90808,-2.01104
-9.4,-2.01278,-1.91833
-9.3,-2.11247,-1.82063
-9.2,-2.20694,-1.71827
-9.1,-2.29597,-1.61156
-9,-2.37938,-1.50084
-8.9,-2.457,-1.38645
-8.8,-2.5287,-1.26872
-8.7,-2.59436,-1.14802
-8.6,-2.65387,-1.02469
-8.5,-2.70718,-0.899089
-8.4,-2.75422,-0.771568
-8.3,-2.79497,-0.642478
-8.2,-2.82942,-0.512169
-8.1,-2.85759,-0.380984
-8,-2.87951,-0.249262
-7.9,-2.89523,-0.117333
-7.8,-2.90483,0.0144802
-7.7,-2.9084,0.145863
-7.6,-2.90605,0.276513
-7.5,-2.89789,0.406137
-7.4,-2.88408,0.534456
-7.3,-2.86475,0.661203
-7.2,-2.8401,0.786123
-7.1,-2.81028,0.908978
-7,-2.77549,1.02954
-6.9,-2.73593,1.14761
-6.8,-2.69181,1.26297
-6.7,-2.64335,1.37547
-6.6,-2.59077,1.48493
-6.5,-2.53429,1.5912
-6.4,-2.47416,1.69415
-6.3,-2.4106,1.79367
-6.2,-2.34385,1.88966
-6.1,-2.27416,1.98203
-6,-2.20177,2.07071
-5.9,-2.1269,2.15565
-5.8,-2.04981,2.23681
-5.7,-1.97073,2.31415
-5.6,-1.88988,2.38767
-5.5,-1.8075,2.45736
-5.4,-1.72381,2.52325
-5.3,-1.63904,2.58534
-5.2,-1.55339,2.64369
-5.1,-1.46708,2.69833
-5,-1.3803,2.74931
-4.9,-1.29325,2.79672
-4.8,-1.20612,2.84061
-4.7,-1.11908,2.88107
-4.6,-1.03231,2.9182
-4.5,-0.945979,2.95208
-4.4,-0.860234,2.98282
-4.3,-0.775225,3.01052
-4.2,-0.691093,3.03531
-4.1,-0.607969,3.05729
-4,-0.525977,3.07659
-3.9,-0.445233,3.09332
-3.8,-0.365843,3.10762
-3.7,-0.287907,3.11961
-3.6,-0.211518,3.12941
-3.5,-0.13676,3.13716
-3.4,-0.0637107,3.14299
-3.3,0.00755985,3.14703
-3.2,0.0769878,3.1494
-3.1,0.144516,3.15023
-3,0.210093,3.14965
-2.9,0.273673,3.14778
-2.8,0.335217,3.14475
-2.7,0.394691,3.14067
-2.6,0.452064,3.13567
-2.5,0.507312,3.12985
-2.4,0.560413,3.12333
-2.3,0.61135,3.11621
-2.2,0.66011,3.10861
-2.1,0.706684,3.10062
-2,0.751062,3.09234
-1.9,0.793241,3.08386
-1.8,0.833219,3.07527
-1.7,0.870995,3.06666
-1.6,0.90657,3.05811
-1.5,0.939947,3.04969
-1.4,0.971131,3.04148
-1.3,1.00013,3.03353
-1.2,1.02694,3.02593
-1.1,1.05157,3.01871
-1,1.07404,3.01195
-0.9,1.09434,3.00567
-0.8,1.11248,2.99995
-0.7,1.12847,2.9948
-0.6,1.14232,2.99026
-0.5,1.15403,2.98637
-0.4,1.1636,2.98316
-0.3,1.17104,2.98064
-0.2,1.17635,2.97882
-0.1,1.17954,2.97773
0,1.1806,2.97736
0.1,1.17954,2.97773
0.2,1.17635,2.97882
0.3,1.17104,2.98064
0.4,1.1636,2.98316
0.5,1.15403,2.98637
0.6,1.14232,2.99026
0.7,1.12847,2.9948
0.8,1.11248,2.99995
0.9,1.09434,3.00567
1,1.07404,3.01195
1.1,1.05157,3.01871
1.2,1.02694,3.02593
1.3,1.00013,3.03353
1.4,0.971131,3.04148
1.5,0.939947,3.04969
1.6,0.90657,3.05811
1.7,0.870995,3.06666
1.8,0.833219,3.07527
1.9,0.793241,3.08386
2,0.751062,3.09234
2.1,0.706684,3.10062
2.2,0.66011,3.10861
2.3,0.61135,3.11621
2.4,0.560413,3.12333
2.5,0.507312,3.12985
2.6,0.452064,3.13567
2.7,0.394691,3.14067
2.8,0.335217,3.14475
2.9,0.273673,3.14778
3,0.210093,3.14965
3.1,0.144516,3.15023
3.2,0.0769878,3.1494
3.3,0.00755985,3.14703
3.4,-0.0637107,3.14299
3.5,-0.13676,3.13716
3.6,-0.211518,3.12941
3.7,-0.287907,3.11961
3.8,-0.365843,3.10762
3.9,-0.445233,3.09332
4,-0.525977,3.07659
4.1,-0.607969,3.05729
4.2,-0.691093,3.03531
4.3,-0.775225,3.01052
4.4,-0.860234,2.98282
4.5,-0.945979,2.95208
4.6,-1.03231,2.9182
4.7,-1.11908,2.88107
4.8,-1.20612,2.84061
4.9,-1.29325,2.79672
5,-1.3803,2.74931
5.1,-1.46708,2.69833
5.2,-1.55339,2.64369
5.3,-1.63904,2.58534
5.4,-1.72381,2.52325
5.5,-1.8075,2.45736
5.6,-1.88988,2.38767
5.7,-1.97073,2.31415
5.8,-2.04981,2.23681
5.9,-2.1269,2.15565
6,-2.20177,2.07071
6.1,-2.27416,1.98203
6.2,-2.34385,1.88966
6.3,-2.4106,1.79367
6.4,-2.47416,1.69415
6.5,-2.53429,1.5912
6.6,-2.59077,1.48493
6.7,-2.64335,1.37547
6.8,-2.69181,1.26297
6.9,-2.73593,1.14761
7,-2.77549,1.02954
7.1,-2.81028,0.908978
7.2,-2.8401,0.786123
7.3,-2.86475,0.661203
7.4,-2.88408,0.534456
7.5,-2.89789,0.406137
7.6,-2.90605,0.276513
7.7,-2.9084,0.145863
7.8,-2.90483,0.0144802
7.9,-2.89523,-0.117333
8,-2.87951,-0.249262
8.1,-2.85759,-0.380984
8.2,-2.82942,-0.512169
8.3,-2.79497,-0.642478
8.4,-2.75422,-0.771568
8.5,-2.70718,-0.899089
8.6,-2.65387,-1.02469
8.7,-2.59436,-1.14802
8.8,-2.5287,-1.26872
8.9,-2.457,-1.38645
9,-2.37938,-1.50084
9.1,-2.29597,-1.61156
9.2,-2.20694,-1.71827
9.3,-2.11247,-1.82063
9.4,-2.01278,-1.91833
9.5,-1.90808,-2.01104
9.6,-1.79863,-2.09847
9.7,-1.6847,-2.18034
9.8,-1.56658,-2.25636
9.9,-1.44458,-2.32629
10,-1.31901,-2.38988
10.1,-1.19023,-2.44692
10.2,-1.05859,-2.49721
10.3,-0.924465,-2.54057
10.4,-0.788231,-2.57684
10.5,-0.650285,-2.60591
10.6,-0.511032,-2.62765
10.7,-0.370882,-2.64198
10.8,-0.230252,-2.64886
10.9,-0.0895658,-2.64824
11,0.0507538,-2.64013
11.1,0.190281,-2.62454
11.2,0.328592,-2.60152
11.3,0.465265,-2.57115
11.4,0.599883,-2.53352
11.5,0.732036,-2.48877
11.6,0.86132,-2.43705
11.7,0.987345,-2.37852
11.8,1.10973,-2.31341
11.9,1.2281,-2.24192
12,1.34211,-2.1643
12.1,1.45143,-2.08083
12.2,1.55572,-1.9918
12.3,1.65469,-1.8975
12.4,1.74807,-1.79827
12.5,1.83559,-1.69444
12.6,1.91701,-1.58638
12.7,1.99212,-1.47444
12.8,2.06073,-1.35902
12.9,2.12268,-1.2405
13,2.17782,-1.11928
13.1,2.22605,-0.995768
13.2,2.26726,-0.870366
13.3,2.3014,-0.743491
13.4,2.32843,-0.615556
13.5,2.34834,-0.486973
13.6,2.36113,-0.358152
13.7,2.36686,-0.2295
13.8,2.36557,-0.101417
13.9,2.35736,0.0257022
14,2.34235,0.151473
14.1,2.32065,0.275522
14.2,2.29243,0.397484
14.3,2.25785,0.51701
14.4,2.21712,0.633763
14.5,2.17045,0.747423
14.6,2.11806,0.857683
14.7,2.06021,0.964257
14.8,1.99715,1.06688
14.9,1.92915,1.16529
15,1.85651,1.25926
15.1,1.77951,1.34858
15.2,1.69846,1.43305
15.3,1.61368,1.51251
15.4,1.52548,1.58681
15.5,1.43419,1.65581
15.6,1.34014,1.71941
15.7,1.24364,1.77752
15.8,1.14504,1.83006
15.9,1.04467,1.87701
16,0.942839,1.91831
16.1,0.839883,1.95398
16.2,0.73612,1.98402
16.3,0.631864,2.00845
16.4,0.527422,2.02734
16.5,0.423094,2.04073
16.6,0.319173,2.04871
16.7,0.21594,2.05139
16.8,0.113669,2.04886
16.9,0.0126194,2.04125
17,-0.0869571,2.0287
17.1,-0.184823,2.01136
17.2,-0.280752,1.98939
17.3,-0.374532,1.96296
17.4,-0.465963,1.93224
17.5,-0.554859,1.89742
17.6,-0.641047,1.85871
17.7,-0.724371,1.81629
17.8,-0.804684,1.77037
17.9,-0.881858,1.72116
18,-0.955774,1.66887
18.1,-1.02633,1.61372
18.2,-1.09344,1.55592
18.3,-1.15702,1.49569
18.4,-1.21702,1.43325
18.5,-1.27338,1.36881
18.6,-1.32606,1.30258
18.7,-1.37505,1.23478
18.8,-1.42033,1.16561
18.9,-1.46189,1.09528
19,-1.49975,1.024
19.1,-1.53392,0.95195
19.2,-1.56444,0.879329
19.3,-1.59134,0.806321
19.4,-1.61467,0.733106
19.5,-1.63449,0.659857
19.6,-1.65086,0.58674
19.7,-1.66384,0.513915
19.8,-1.67352,0.441534
19.9,-1.67998,0.369744
20,-1.68331,0.298681
20.1,-1.6836,0.228477
20.2,-1.68094,0.159253
20.3,-1.67545,0.0911249
20.4,-1.66722,0.0242003
20.5,-1.65637,-0.0414211
20.6,-1.643,-0.105647
20.7,-1.62722,-0.168393
20.8,-1.60915,-0.229582
20.9,-1.58891,-0.289144
21,-1.56661,-0.347016
21.1,-1.54236,-0.403142
21.2,-1.51628,-0.457473
21.3,-1.48848,-0.509967
21.4,-1.45909,-0.560588
21.5,-1.4282,-0.609307
21.6,-1.39595,-0.656099
21.7,-1.36242,-0.700946
21.8,-1.32774,-0.743837
21.9,-1.292,-0.784763
22,-1.25532,-0.823723
22.1,-1.21779,-0.860719
22.2,-1.17951,-0.895758
22.3,-1.14058,-0.928852
22.4,-1.10109,-0.960015
22.5,-1.06113,-0.989266
22.6,-1.02079,-1.01663
22.7,-0.980146,-1.04213
22.8,-0.939285,-1.06579
22.9,-0.898282,-1.08765
23,-0.857211,-1.10774
23.1,-0.816141,-1.1261
23.2,-0.775141,-1.14276
23.3,-0.734273,-1.15776
23.4,-0.693597,-1.17115
23.5,-0.653172,-1.18297
23.6,-0.613049,-1.19326
23.7,-0.573281,-1.20207
23.8,-0.533914,-1.20944
23.9,-0.494992,-1.21543
24,-0.456556,-1.22007
24.1,-0.418644,-1.22342
24.2,-0.381292,-1.22552
24.3,-0.344532,-1.22643
24.4,-0.308393,-1.22618
24.5,-0.272903,-1.22484
24.6,-0.238085,-1.22243
24.7,-0.203961,-1.21902
24.8,-0.170551,-1.21466
24.9,-0.137871,-1.20937
25,-0.105937,-1.20322
25.1,-0.0747619,-1.19625
25.2,-0.0443554,-1.18849
25.3,-0.0147265,-1.18
25.4,0.0141178,-1.17082
25.5,0.0421723,-1.16099
25.6,0.0694335,-1.15054
25.7,0.0958997,-1.13953
25.8,0.12157,-1.12798
25.9,0.146446,-1.11594
26,0.17053,-1.10344
26.1,0.193825,-1.09051
26.2,0.216336,-1.0772
26.3,0.238068,-1.06354
26.4,0.259029,-1.04955
26.5,0.279225,-1.03527
26.6,0.298666,-1.02072
26.7,0.317361,-1.00594
26.8,0.33532,-0.990961
26.9,0.352552,-0.975798
27,0.369071,-0.960482
27.1,0.384886,-0.945035
27.2,0.400011,-0.929483
27.3,0.414459,-0.913846
27.4,0.428241,-0.898146
27.5,0.441372,-0.882403
27.6,0.453865,-0.866637
27.7,0.465734,-0.850865
27.8,0.476993,-0.835104
27.9,0.487656,-0.819372
28,0.497737,-0.803684
28.1,0.507252,-0.788053
28.2,0.516214,-0.772494
28.3,0.524637,-0.75702
28.4,0.532536,-0.741642
28.5,0.539926,-0.726373
28.6,0.546821,-0.711222
28.7,0.553236,-0.696199
28.8,0.559183,-0.681314
28.9,0.564678,-0.666575
29,0.569734,-0.651989
29.1,0.574365,-0.637565
29.2,0.578585,-0.623308
29.3,0.582406,-0.609225
29.4,0.585843,-0.59532
29.5,0.588908,-0.5816
29.6,0.591614,-0.568068
29.7,0.593973,-0.554729
29.8,0.595998,-0.541585
29.9,0.597701,-0.52864
30,0.599093,-0.515897
30.1,0.600187,-0.503358
30.2,0.600994,-0.491025
30.3,0.601524,-0.478899
30.4,0.601788,-0.466982
30.5,0.601798,-0.455274
30.6,0.601563,-0.443777
30.7,0.601093,-0.432489
30.8,0.600399,-0.421412
30.9,0.599489,-0.410545
31,0.598374,-0.399888
31.1,0.597061,-0.38944
31.2,0.59556,-0.3792
31.3,0.59388,-0.369167
31.4,0.592028,-0.35934
31.5,0.590012,-0.349717
31.6,0.587841,-0.340297
31.7,0.585522,-0.331078
31.8,0.583062,-0.322059
31.9,0.580468,-0.313237
32,0.577747,-0.30461
32.1,0.574906,-0.296176
32.2,0.571951,-0.287933
32.3,0.568888,-0.279878
32.4,0.565724,-0.272009
32.5,0.562463,-0.264324
32.6,0.559112,-0.256819
32.7,0.555676,-0.249493
32.8,0.55216,-0.242342
32.9,0.548569,-0.235364
33,0.544909,-0.228556
33.1,0.541182,-0.221915
33.2,0.537395,-0.215439
33.3,0.533551,-0.209125
33.4,0.529654,-0.202969
33.5,0.525709,-0.196969
33.6,0.521719,-0.191123
33.7,0.517688,-0.185426
33.8,0.513619,-0.179877
33.9,0.509516,-0.174473
34,0.505382,-0.16921
34.1,0.50122,-0.164086
34.2,0.497033,-0.159098
34.3,0.492824,-0.154243
34.4,0.488596,-0.149519
34.5,0.484351,-0.144923
34.6,0.480092,-0.140451
34.7,0.475821,-0.136102
34.8,0.471541,-0.131872
34.9,0.467253,-0.127759
35,0.462961,-0.123761
35.1,0.458664,-0.119874
35.2,0.454367,-0.116096
35.3,0.45007,-0.112425
35.4,0.445776,-0.108858
35.5,0.441485,-0.105392
35.6,0.4372,-0.102026
35.7,0.432922,-0.0987563
35.8,0.428652,-0.0955813
35.9,0.424392,-0.0924985
36,0.420143,-0.0895056
36.1,0.415907,-0.0866003
36.2,0.411684,-0.0837805
36.3,0.407475,-0.081044
36.4,0.403282,-0.0783887
36.5,0.399106,-0.0758125
36.6,0.394947,-0.0733134
36.7,0.390807,-0.0708893
36.8,0.386686,-0.0685383
36.9,0.382585,-0.0662586
37,0.378504,-0.0640481
37.1,0.374445,-0.0619051
37.2,0.370409,-0.0598277
37.3,0.366395,-0.0578142
37.4,0.362404,-0.0558628
37.5,0.358438,-0.0539719
37.6,0.354496,-0.0521398
37.7,0.350578,-0.0503649
37.8,0.346686,-0.0486455
37.9,0.34282,-0.0469802
